period,tp_variant,trades_count,total_return,win_rate,profit_factor
2025-08-04/2025-08-10,midpoint,6,-0.011774696837897558,0.0,0.0
2025-08-04/2025-08-10,opposite_extreme,6,-0.015301852544351902,0.3333333333333333,0.12671950428178408
2025-08-11/2025-08-17,midpoint,5,-0.0035487570502689136,0.2,0.22048024181162312
2025-08-11/2025-08-17,opposite_extreme,5,0.0005736277408043833,0.6,1.0558931951498802
2025-08-18/2025-08-24,midpoint,5,-0.012531994283527581,0.0,0.0
2025-08-18/2025-08-24,opposite_extreme,5,-0.004092547650090483,0.2,0.1539456232106727
2025-08-25/2025-08-31,midpoint,4,-0.010370087711618736,0.0,0.0
2025-08-25/2025-08-31,opposite_extreme,4,-0.010563022786614473,0.0,0.0
2025-09-01/2025-09-07,midpoint,3,-0.01275444673674997,0.0,0.0
2025-09-01/2025-09-07,opposite_extreme,3,-0.021422334987409974,0.0,0.0
2025-09-08/2025-09-14,midpoint,5,-0.009727664114744905,0.0,0.0
2025-09-08/2025-09-14,opposite_extreme,5,-0.022819421820815755,0.2,0.015606476910781118
2025-09-15/2025-09-21,midpoint,4,-0.008561296281013209,0.0,0.0
2025-09-15/2025-09-21,opposite_extreme,4,-0.0033670756282080383,0.5,0.23177702550527843
2025-09-22/2025-09-28,midpoint,4,-0.009982942954399943,0.0,0.0
2025-09-22/2025-09-28,opposite_extreme,4,-0.0023026126408491887,0.0,0.0
2025-09-29/2025-10-05,midpoint,4,-0.010577690708519327,0.0,0.0
2025-09-29/2025-10-05,opposite_extreme,4,-0.010219915826011672,0.25,0.14453359562778562
2025-10-06/2025-10-12,midpoint,5,-0.022566290304071313,0.0,0.0
2025-10-06/2025-10-12,opposite_extreme,5,-0.012112182703056917,0.4,0.05973687881078092
2025-10-13/2025-10-19,midpoint,3,-0.013255004806932646,0.0,0.0
2025-10-13/2025-10-19,opposite_extreme,3,-0.018144650648464156,0.0,0.0
2025-10-20/2025-10-26,midpoint,6,-0.015720839489009486,0.16666666666666666,0.007417962608174999
2025-10-20/2025-10-26,opposite_extreme,6,-0.007476836317150237,0.0,0.0
2025-10-27/2025-11-02,midpoint,5,-0.014337135995576733,0.0,0.0
2025-10-27/2025-11-02,opposite_extreme,5,-0.01940043994333296,0.2,0.08106185004565382
2025-11-03/2025-11-09,midpoint,5,-0.0037830346282424765,0.4,0.4321865780494489
2025-11-03/2025-11-09,opposite_extreme,5,0.013023356982298617,0.8,27.1540144407505
2025-11-10/2025-11-16,midpoint,3,-0.009182940561457742,0.0,0.0
2025-11-10/2025-11-16,opposite_extreme,3,-0.0012262963451592501,0.3333333333333333,0.678327962049149
2025-11-17/2025-11-23,midpoint,5,-0.015911470499654023,0.0,0.0
2025-11-17/2025-11-23,opposite_extreme,5,0.007182193292836203,0.8,6.171137008438499
2025-11-24/2025-11-30,midpoint,6,-0.02141536189092752,0.16666666666666666,0.09081433298478184
2025-11-24/2025-11-30,opposite_extreme,6,-0.022789823364137485,0.16666666666666666,0.14462553846435852
2025-12-01/2025-12-07,midpoint,4,-0.023918583875926047,0.25,0.06789200970161009
2025-12-01/2025-12-07,opposite_extreme,4,-0.01639014320851051,0.25,0.2756367129468094
2025-12-08/2025-12-14,midpoint,4,-0.008344129296852243,0.0,0.0
2025-12-08/2025-12-14,opposite_extreme,4,0.0032553606262770707,0.75,2.971044864242866
2025-12-15/2025-12-21,midpoint,5,-0.03170335527085433,0.0,0.0
2025-12-15/2025-12-21,opposite_extreme,5,-0.010317047791846057,0.6,0.4157195307251003
2025-12-22/2025-12-28,midpoint,4,-0.0202366173520393,0.0,0.0
2025-12-22/2025-12-28,opposite_extreme,4,-0.022156391930332253,0.0,0.0
2025-12-29/2026-01-04,midpoint,1,-0.0010749396923854793,0.0,0.0
2025-12-29/2026-01-04,opposite_extreme,1,-0.00660464353191037,0.0,0.0
