tp_variant,trade_number,equity,return,timestamp
midpoint,130,8529.789169034468,-0.002432386605277026,2025-12-09 21:00:00+00:00
midpoint,131,8532.810407702518,0.00035419851630311713,2025-12-10 14:50:00+00:00
midpoint,132,8522.246917028699,-0.0012379849274847476,2025-12-11 15:25:00+00:00
midpoint,133,8505.442781647327,-0.00197179635194491,2025-12-16 14:50:00+00:00
midpoint,134,8499.5283847449,-0.0006953661383964025,2025-12-18 14:55:00+00:00
midpoint,135,8492.426762443536,-0.0008355313353751946,2025-12-22 21:00:00+00:00
midpoint,136,8472.301623625817,-0.0023697747864861673,2025-12-23 15:05:00+00:00
midpoint,137,8469.797708848411,-0.00029554126949684603,2025-12-24 15:25:00+00:00
midpoint,138,8462.749688499454,-0.0008321356177839687,2025-12-26 14:55:00+00:00
midpoint,139,8460.318692247542,-0.00028725843743384585,2025-12-29 15:25:00+00:00
midpoint,140,8447.942717069576,-0.0014628261213500914,2025-12-30 14:50:00+00:00
opposite_extreme,0,10000.0,0.0,
opposite_extreme,1,10087.154862404823,0.008715486240482328,2025-01-02 17:25:00+00:00
opposite_extreme,2,10127.046213379326,0.003954668240811788,2025-01-03 16:30:00+00:00
opposite_extreme,3,10120.640576247026,-0.0006325276884623585,2025-01-08 15:05:00+00:00
opposite_extreme,4,10064.422631970663,-0.005554781226823202,2025-01-13 17:55:00+00:00
opposite_extreme,5,9992.109744313224,-0.007185001097602028,2025-01-14 16:00:00+00:00
opposite_extreme,6,9923.151325913233,-0.0069012871320030195,2025-01-16 18:35:00+00:00
opposite_extreme,7,9968.936789983873,0.004614004419248841,2025-01-17 15:20:00+00:00
opposite_extreme,8,9973.09123982176,0.0004167395104823559,2025-01-24 15:15:00+00:00
opposite_extreme,9,10022.616796013132,0.004965918289568916,2025-01-27 19:50:00+00:00
opposite_extreme,10,10001.148070870464,-0.0021420279333844937,2025-01-28 15:05:00+00:00
opposite_extreme,11,9997.082743351348,-0.0004064860844283034,2025-01-30 15:05:00+00:00
opposite_extreme,12,9991.534244533443,-0.0005550117929748131,2025-02-03 15:25:00+00:00
opposite_extreme,13,9987.346107628187,-0.00041916854836845355,2025-02-05 15:05:00+00:00
opposite_extreme,14,9993.974080442018,0.0006636370405514793,2025-02-06 19:30:00+00:00
opposite_extreme,15,9927.841130692925,-0.006617282496110843,2025-02-12 15:35:00+00:00
opposite_extreme,16,9933.087427530796,0.0005284428677702959,2025-02-19 16:10:00+00:00
opposite_extreme,17,9886.200595974866,-0.0047202676809203975,2025-02-28 16:40:00+00:00
opposite_extreme,18,9824.92892799189,-0.006197696211820891,2025-03-03 16:35:00+00:00
opposite_extreme,19,9824.161666254937,-7.809336256550098e-05,2025-03-05 15:10:00+00:00
opposite_extreme,20,9748.82931316914,-0.007668069362554952,2025-03-06 15:05:00+00:00
opposite_extreme,21,9788.367767086726,0.004055713014092333,2025-03-07 15:30:00+00:00
opposite_extreme,22,9784.110137083258,-0.0004349683322876439,2025-03-11 14:05:00+00:00
opposite_extreme,23,9691.504546007507,-0.009464896631198228,2025-03-12 14:40:00+00:00
opposite_extreme,24,9581.883157204265,-0.01131108057400656,2025-03-13 15:35:00+00:00
opposite_extreme,25,9589.365402468607,0.0007808741915953157,2025-03-14 14:20:00+00:00
opposite_extreme,26,9638.607210168399,0.00513504341873492,2025-03-17 18:00:00+00:00
opposite_extreme,27,9555.56518744465,-0.008615562488752749,2025-03-21 16:20:00+00:00
opposite_extreme,28,9564.089389429106,0.0008920667503431236,2025-03-25 14:00:00+00:00
opposite_extreme,29,9502.633087616643,-0.006425734778304015,2025-03-27 14:50:00+00:00
opposite_extreme,30,9515.705953797638,0.001375709875406117,2025-03-31 15:20:00+00:00
opposite_extreme,31,9527.406617913934,0.0012296159815263553,2025-04-01 14:05:00+00:00
opposite_extreme,32,9408.176805560897,-0.012514403670864116,2025-04-04 15:35:00+00:00
opposite_extreme,33,9398.805236093585,-0.0009961089870007766,2025-04-08 15:15:00+00:00
opposite_extreme,34,9128.757106332892,-0.02873217637531702,2025-04-09 17:15:00+00:00
opposite_extreme,35,9200.887262227578,0.007901421305716005,2025-04-11 14:20:00+00:00
opposite_extreme,36,9020.287909549903,-0.019628471421347625,2025-04-14 16:10:00+00:00
opposite_extreme,37,9019.042174284614,-0.0001381037144026152,2025-04-15 14:20:00+00:00
opposite_extreme,38,9027.038905420937,0.0008866497108887874,2025-04-16 15:20:00+00:00
opposite_extreme,39,9048.189533219043,0.002343030535229418,2025-04-23 15:25:00+00:00
opposite_extreme,40,9073.823551926813,0.0028330550121278054,2025-04-25 14:05:00+00:00
opposite_extreme,41,9061.535687270687,-0.001354210227453323,2025-04-28 14:00:00+00:00
opposite_extreme,42,9028.727546053045,-0.003620593942341399,2025-04-30 15:05:00+00:00
