period,tp_variant,trades_count,total_return,win_rate,profit_factor
2025-01,midpoint,11,-0.004635383664251647,0.5454545454545454,0.5976687410523339
2025-01,opposite_extreme,11,-0.0002917256648653499,0.45454545454545453,0.993195438362295
2025-02,midpoint,6,-0.01117076128337069,0.16666666666666666,0.021752550866378204
2025-02,opposite_extreme,6,-0.011091450398390101,0.3333333333333333,0.09682472391209901
2025-03,midpoint,13,-0.027177559250965322,0.23076923076923078,0.0719503017266361
2025-03,opposite_extreme,13,-0.03747593816051742,0.38461538461538464,0.2438318280810857
2025-04,midpoint,12,-0.046675376977103666,0.16666666666666666,0.04016132756269385
2025-04,opposite_extreme,12,-0.05117627742062025,0.4166666666666667,0.22682666076142285
2025-05,midpoint,12,-0.006291134055725123,0.4166666666666667,0.3175772584943342
2025-05,opposite_extreme,12,-0.010477204793187811,0.5833333333333334,0.5137533370769205
2025-06,midpoint,11,-0.0032055494571866516,0.45454545454545453,0.5385094018467341
2025-06,opposite_extreme,11,0.011602118278236428,0.7272727272727273,2.7938280601954837
2025-07,midpoint,11,-0.006284902498529976,0.36363636363636365,0.07819701151910534
2025-07,opposite_extreme,11,-0.0024748791079082233,0.7272727272727273,0.7789157053295783
2025-08,midpoint,12,-0.009055982277806685,0.3333333333333333,0.19433289757938618
2025-08,opposite_extreme,12,-0.005956960863223837,0.5833333333333334,0.593515311114831
2025-09,midpoint,10,-0.008280276170597234,0.2,0.06197564888092022
2025-09,opposite_extreme,10,-0.003642783595513066,0.6,0.6391638988556735
2025-10,midpoint,15,-0.010051338606611337,0.26666666666666666,0.2396763836992331
2025-10,opposite_extreme,15,-0.012929138691928355,0.6,0.533889478161192
2025-11,midpoint,11,-0.007719081453001153,0.45454545454545453,0.43931034728296176
2025-11,opposite_extreme,11,0.005592995820396851,0.6363636363636364,1.3509439203146485
2025-12,midpoint,16,-0.02599536384791523,0.0625,0.013296692587740473
2025-12,opposite_extreme,16,-0.010074357251758759,0.4375,0.5088710897332432
