tp_variant,total_return,win_rate,profit_factor,max_drawdown,sharpe,expectancy,return_to_drawdown_ratio,top_5_trades_pnl_share,top_5_net_pnl_share,top_month_return_share,avg_rr,profit_per_trade,max_consecutive_losses,time_in_market,avg_bars_in_trade,median_bars_in_trade,total_sessions,valid_sessions,invalid_sessions,invalid_sessions_ratio,signals_count,trades_count,signal_to_trade_rate,symbol,adjusted_data,decision_profile,coverage_ratio_5m,regular_session_coverage_ratio,total_regular_sessions_detected,complete_regular_sessions,partial_regular_sessions,expected_regular_bars,observed_regular_bars,regular_session_expected_bars,regular_session_observed_bars,extended_hours_bars_count,coverage_denominator_source,coverage_is_provisional,daily_start,daily_end,daily_warmup_ok,daily_warmup_bars,daily_required_warmup_bars,ny_gap_count_gt_60m,decision
midpoint,-0.1552057282930417,0.3,0.154576353564362,-0.15888856799404916,-8.342951189290646,-0.0012013999373937038,-0.9768212417828236,0.4048495580438288,0.0,1.0,-0.10897992567168603,-0.0012013999373937038,9,619.0,4.421428571428572,1.0,250,243,7,0.028,140,140,1.0,QQQ,True,market_fit,0.9175418677263696,0.9175418677263696,250,247,24,21138,19395,21138,19395,28206,daily,False,2024-12-02,2025-12-31,True,21,14,3,no_go
opposite_extreme,-0.12263697611958269,0.5428571428571428,0.5390823733329663,-0.13563859094569786,-3.09790283008036,-0.0009229076237534824,-0.9041451644737278,0.2313966103984265,0.0,0.6713549806092634,-0.06786634333262126,-0.0009229076237534824,4,2008.0,14.342857142857143,5.0,250,243,7,0.028,140,140,1.0,QQQ,True,market_fit,0.9175418677263696,0.9175418677263696,250,247,24,21138,19395,21138,19395,28206,daily,False,2024-12-02,2025-12-31,True,21,14,3,no_go
