tp_variant,trade_number,equity,return,timestamp
midpoint,0,10000.0,0.0,
midpoint,1,10000.965515185137,9.655151851351105e-05,2025-01-02 16:15:00+00:00
midpoint,2,9939.775846427607,-0.0061183761372460834,2025-01-08 15:05:00+00:00
midpoint,3,9888.07779472152,-0.005201128526924225,2025-01-10 14:50:00+00:00
midpoint,4,9860.186965114639,-0.0028206523235253514,2025-01-11 15:20:00+00:00
midpoint,5,9810.681697847958,-0.005020722978360314,2025-01-12 15:20:00+00:00
midpoint,6,9809.75243141596,-9.471986357512032e-05,2025-01-14 15:15:00+00:00
midpoint,7,9790.619228170595,-0.0019504267186284388,2025-01-16 15:55:00+00:00
midpoint,8,9774.163378209592,-0.0016807772396718592,2025-01-18 16:20:00+00:00
midpoint,9,9766.060263932763,-0.0008290340526632125,2025-01-19 19:10:00+00:00
midpoint,10,9730.033047002946,-0.003689022590088852,2025-01-20 15:15:00+00:00
midpoint,11,9741.914486975498,0.0012211099299618286,2025-01-21 16:05:00+00:00
midpoint,12,9696.377247134573,-0.004674362508704676,2025-01-22 15:10:00+00:00
midpoint,13,9656.106537579517,-0.004153170666596816,2025-01-27 16:25:00+00:00
midpoint,14,9651.639314532205,-0.00046263191379736137,2025-01-28 16:05:00+00:00
midpoint,15,9608.986960019443,-0.004419182392004783,2025-01-29 15:10:00+00:00
midpoint,16,9573.073809175028,-0.0037374544261367095,2025-01-31 15:05:00+00:00
midpoint,17,9565.024983066314,-0.0008407776090685317,2025-02-04 16:10:00+00:00
midpoint,18,9433.547550514057,-0.013745644447873517,2025-02-05 18:10:00+00:00
midpoint,19,9307.340660474592,-0.013378518459112199,2025-02-07 15:15:00+00:00
midpoint,20,9294.902196997726,-0.001336414334729196,2025-02-11 14:50:00+00:00
midpoint,21,9283.030693917884,-0.0012772058089729468,2025-02-12 15:05:00+00:00
midpoint,22,9288.821663082,0.0006238231193084207,2025-02-13 15:05:00+00:00
midpoint,23,9244.033344913225,-0.004821743789827026,2025-02-14 15:15:00+00:00
midpoint,24,9135.614016217349,-0.011728573951492405,2025-02-17 15:45:00+00:00
